Scores
66
45
35
55
68
36
58
48
41
56
41
59
59
53
60
23
63
16
66
44
56
45
49
44
64
55
53
63
56
45
57
75
46
71
54
58
32
39
47
42
25
62
59
56
45
48
38
50
47
60
47
60
36
49
74
37
37
64
53
56
51
51
38
43
63
50
79
51
55
51
44
30
45
54
47
52
46
53
53
44
49
23
42
65
36
67
28
40
53
41
43
33
40
65
37
52
34
47
49
67
52
58
72
51
61
50
31
64
63
71
44
87
29
48
48
40
65
39
59
58
61
69
55
59
67
54
30
60
52
39
45
32
66
45
41
38
47
55
53
40
59
52
64
59
40
52
52
53
29
48
52
80
64
48
56
61
55
63
59
31
48
34
27
39
50
39
47
35
54
58
62
54
58
70
63
39
40
49
72
56
39
43
36
71
71
23
60
53
56
34
41
44
55
54
61
69
58
56
61
62
70
66
50
55
36
76
50
32
44
47
42
74
65
56
58
78
55
61
60
23
30
44
61
63
48
71
55
27
40
53
56
39
40
45
64
54
44
56
46
35
57
63
53
53
69
39
54
43
24
43
61
33
47
50
63
62
67
44
48
45
35
55
53
66
43
54
72
58
51
55
74
36
37
30
51
19
56
41
56
54
41
58
55
40
65
43
38
51
47
62
52
55
68
69
52
73
52
70
60
58
56
50
51
73
62
61
40
60
61
44
67
23
70
54
49
64
69
68
59
44
65
45
62
54
45
36
52
35
50
70
46
48
43
69
39
43
47
49
34
62
21
43
40
46
58
23
43
59
73
49
44
58
52
42
48
49
80
63
45
31
68
31
62
59
47
58
45
39
30
57
35
65
48
54
45
58
61
79
54
60
50
52
61
60
52
49
33
50
34
47
61
45
65
55
57
54
72
46
26
29
61
37
44
58
48
32
73
59
57
89
51
28
43
35
52
41
73
49
61
69
55
67
67
47
59
51
63
48
57
61
45
58
38
47
74
62
51
43
60
54
57
45
76
40
55
56
41
55
64
51
45
48
62
38
53
64
56
57
79
51
44
61
50
43
48
75
49
46
75
40
58
33
48
41
52
45
62
69
42
56
35
56
34
45
37
34
53
33
34
53
43
49
33
64
46
60
54
27
53
63
49
58
63
68
46
37
48
42
58
41
47
59
49
28
65
50
42
58
33
65
56
70
61
34
26
63
50
50
47
40
45
59
40
37
53
66
31
48
50
52
39
48
55
67
31
35
37
58
49
57
39
46
47
43
58
44
43
50
67
51
52
46
58
49
28
67
77
52
51
49
27
44
68
49
63
62
66
58
37
43
54
66
54
58
54
22
58
46
49
62
33
39
68
58
76
46
75
60
73
34
52
57
33
48
46
60
44
46
44
55
56
47
61
41
39
50
53
60
45
54
29
60
57
56
41
50
59
42
58
41
59
64
64
63
56
57
69
65
49
68
42
36
47
59
50
31
70
36
61
54
56
42
43
62
23
43
41
64
53
67
38
69
38
40
52
58
54
39
64
66
69
44
61
47
60
58
40
46
79
47
51
43
49
58
77
51
41
39
28
50
64
46
27
57
59
45
77
46
49
46
32
56
56
53
43
59
49
50
55
73
50
63
50
75
23
58
43
59
37
56
66
47
47
55
33
65
61
56
35
66
40
34
59
66
70
45
58
54
42
65
82
50
59
61
43
43
60
12
29
56
55
33
68
51
49
54
56
43
47
52
43
49
68
37
43
49
51
69
54
43
46
69
47
55
63
55
55
74
54
73
44
44
69
58
43
39
57
47
39
38
32
55
28
63
62
62
50
63
65
29
70
71
29
61
50
53
41
55
71
40
42
48
39
62
64
48
55
60
31
57
45
36
20
51
67
42
80
43
44
50
45
64
64
54
40
40
70
44
58
46
56
36
42
51
14
62
29
68
59
57
48
49
52
47
36
39
67
49
92
46
65
41
48
62
61
37
77
49
64
56
49
53
54
51
71
44
31
60
73
25
65
42
59
66
44
60
53
49
74
63
59
75
61
48
57
36
41
70
48
41
60
50
42
63
37
48
28
47
65
40
44
65
64
54
43
74
60
64
52
59
46
71
47
62
56
60
43
66
50
38
58
56
46
50
52
58
56
47
64
46
54
56
54
38
71
48
49
37
61
67
63
36
53
40
50
27
31
56
44
38
79
67
66
56
70
44
62
46
58
42
61
61
46
53
58
63
59
49
57
35
61
45
33
49
55
61
42
40
59
59
45
40
41
71
63
70
43
57
60
58
53
52
58
52
61
46
23
56
41
46
32
60
26
67
59
48
59
63
49
26
40
70
62
55
48
50
43
52
69
33
74
23
35
68
28
61
47
50
62
52
66
44
61
58
55
56
50
55
56
49
44
42
54
34
37
51
59
18
53
88
66
32
62
47
21
48
54
51
62
56
64
60
29
50
40
51
69
54
66
53
48
35
70
42
54
76
46
57
44
36
77
57
57
72
57
26
48
45
62
31
75
70
42
60
28
49
70
48
61
55
54
32
75
47
49
53
40
67
59
46
37
55
46
44
37
37
60
58
63
76
65
53
62
55
40
56
53
39
45
62
51
67
45
84
66
56
65
28
66
50
57
60
50
54
41
40
64
55
69
52
40
53
50
42
51
41
68
50
24
48
50
61
64
52
55
50
55
54
45
44
59
62
57
38
45
68
52
60
53
59
81
48
57
31
58
63
66
36
72
50
32
53
64
31
46
44
67
40
41
43
46
47
31
68
19
33
51
74
48
41
49
55
41
37
53
51
37
44
47
73
76
61
60
62
66
77
52
32
71
48
56
48
58
61
39
49
67
42
64
53
52
61
39
30
50
79
73
48
55
38
50
52
59
48
45
32
62
39
51
37
60
60
57
56
61
61
60
68
50
41
42
67
63
60
33
65
45
32
45
29
47
53
47
60
21
42
53
63
62
64
37
46
52
28
69
44
53
42
45
71
24
45
53
49
53
70
50
43
39
67
62
55
47
48
51
67
49
57
47
46
56
65
38
51
57
70
43
74
31
54
33
38
62
62
73
46
43
44
37
44
43
34
52
23
70
66
42
55
49
50
62
36
58
47
48
65
42
46
68
42
51
57
51
54
43
34
66
49
37
65
52
66
62
50
38
51
41
54
52
56
53
75
65
54
56
64
59
47
37
61
51
48
70
43
27
47
72
57
52
45
32
40
48
69
24
32
54
52
53
33
50
30
62
33
68
61
65
55
37
67
60
54
49
66
52
64
56
43
73
38
57
43
51
41
46
49
72
74
38
54
48
57
45
54
58
55
66
55
64
44
63
38
58
66
60
72
63
45
35
37
81
50
56
63
45
50
50
62
38
62
28
55
36
38
51
54
60
39
55
68
45
34
42
48
64
59
50
39
63
40
58
53
48
35
54
39
53
53
50
32
60
42
48
65
60
68
45
42
39
41
43
28
38
63
41
61
45
42
54
47
57
39
46
54
41
50
52
84
62
64
62
62
60
60
73
34
54
64
25
64
49
60
35
36
48
66
59
43
41
46
53
50
53
38
50
58
30
32
35
66
67
44
36
31
46
43
62
64
22
26
66
53
32
46
56
26
44
54
54
74
43
53
58
55
62
37
39
58
69
61
72
54
50
52
42
48
49
71
30
60
26
52
49
61
55
38
72
54
64
58
46
54
38
48
48
48
62
55
25
43
40
43
41
53
70
64
60
48
76
60
64
68
48
49
63
57
46
43
65
40
46
70
62
45
40
50
52
48
74
61
32
47
75
52
49
48
24
43
38
66
51
58
67
43
59
61
56
61
31
55
58
57
49
48
42
69
63
63
65
58
55
52
54
40
37
67
50
64
60
58
49
58
49
44
49
53
50
65
60
58
63
55
47
78
44
48
67
67
37
65
41
59
47
53
40
34
66
61
57
52
69
66
46
31
46
65
61
45
41
44
58
60
64
31
72
47
51
61
37
46
51
40
65
92
66
62
41
55
63
58
61
30
69
61
48
66
47
37
34
39
49
55
41
51
47
32
50
39
36
52
52
53
57
52
53
71
67
75
42
64
63
51
56
55
64
53
58
40
55
49
49
44
66
33
55
44
51
53
52
58
43
67
55
55
49
64
49
48
34
47
62
40
47
61
40
76
27
50
48
76
50
35
60
49
67
34
57
74
62
62
36
66
81
44
72
27
42
72
41
70
57
70
68
35
30
59
52
60
50
44
54
39
70
60
60
46
64
22
36
40
55
53
58
38
64
57
39
44
45
63
66
48
35
68
65
31
57
51
57
57
49
57
47
42
71
46
40
57
55
58
44
56
35
42
87
60
28
54
47
39
42
47
57
40
43
50
35
55
51
47
61
66
58
60
27
34
63
77
69
50
40
58
78
44
74
37
42
42
57
43
52
52
49
38
67
73
58
53
57
80
53
44
46
80
46
50
61
59
36
51
51
30
56
47
63
28
57
53
59
53
61
53
39
46
51
32
31
52
58
57
59
52
25
36
50
47
46
60
54
78
56
81
46
40
45
69
34
48
57
33
42
59
46
41
39
64
46
77
55
59
67
46
55
56
41
59
47
39
42
61
38
43
48
57
66
62
46
46
50
46
79
46
55
26
63
69
45
55
45
49
42
59
51
59
38
44
55
57
44
56
62
35
50
33
54
50
36
42
34
46
54
56
61
59
68
41
47
36
42
48
49
56
53
72
50
77
69
56
36
80
51
40
48
65
49
68
57
67
42
31
70
65
59
59
55
48
66
63
44
40
42
67
24
49
39
64
54
53
56
50
68
40
49
30
64
43
71
63
38
47
58
26
34
59
53
35
36
56
66
46
44
56
62
38
54
62
52
20
57
67
51
54
52
31
53
78
49
36
72
43
61
80
52
73
65
42
27
53
50
51
65
48
26
62
82
47
72
49
47
53
59
50
48
63
51
29
67
36
74
44
87
44
36
35
37
73
33
33
63
31
67
48
64
50
64
64
12
49
54
44
51
64
65
55
49
62
48
53
34
34
30
58
71
49
41
50
59
57
62
47
53
23
73
34
71
48
56
56
35
50
56
51
63
57
48
56
30
45
65
66
69
51
59
43
47
44
55
64
47
46
49
49
49
39
35
54
53
33
51
56
54
59
48
35
48
50
40
50
30
60
56
46
56
72
59
61
51
58
52
56
41
72
56
44
56
40
57
46
46
46
67
70
57
49
50
27
54
36
52
50
45
51
59
67
51
56
80
46
40
53
50
63
67
53
52
53
60
45
38
53
25
54
48
57
56
46
73
72
39
71
28
63
67
43
48
48
68
60
59
67
58
57
65
45
50
58
50
37
47
46
43
69
61
56
50
58
52
45
64
75
31
29
37
40
48
61
27
55
38
34
52
34
42
38
56
28
61
39
62
63
25
70
79
46
29
38
49
53
49
64
48
58
51
36
48
48
82
57
74
43
43
50
27
55
53
58
75
20
20
45
36
51
52
52
65
71
49
47
56
43
45
41
69
50
58
34
42
25
45
42
60
71
45
47
65
54
45
58
58
63
35
54
66
64
55
18
50
20
66
70
56
29
44
61
54
45
61
60
23
44
73
54
30
64
50
56
56
69
48
67
43
56
44
54
30
47
75
27
41
41
57
54
75
55
51
51
34
50
45
60
45
33
51
51
61
31
37
43
48
52
43
74
63
73
58
56
31
43
39
64
47
43
67
38
36
46
36
71
69
54
50
58
39
55
72
44
64
46
45
36
60
45
78
52
66
40
15
37
61
33
52
53
45
70
51
39
58
59
48
59
41
72
71
30
61
63
45
59
76
43
49
38
30
61
62
71
58
47
57
43
55
42
61
43
50
56
33
35
65
67
54
50
45
50
32
67
46
52
49
48
51
43
64
58
48
42
64
60
59
50
71
35
54
29
31
69
50
59
48
41
53
32
36
25
64
38
47
59
29
39
69
45
50
75
61
76
48
52
59
67
43
60
56
57
58
53
73
46
54
40
46
38
68
38
39
69
21
55
46
46
47
53
51
53
71
56
32
58
55
24
33
65
51
68
64
42
77
42
60
37
41
58
62
39
38
51
32
43
64
50
25
79
63
41
63
56
39
61
31
31
48
58
57
54
38
45
37
60
45
59
29
30
43
46
63
56
62
63
51
62
54
67
56
69
59
52
59
60
52
57
89
51
57
57
59
62
70
40
37
34
56
51
60
35
54
52
45
76
30
47
53
62
40
57
59
51
55
48
50
61
52
40
55
54
70
79
39
47
55
45
55
63
43
53
60
60
66
46
38
41
54
68
70
51
35
39
58
62
29
60
33
41
63
40
83
70
61
68
60
34
37
43
63
64
62
39
55
35
61
45
66
45
19
45
67
34
52
40
72
33
48
42
43
47
50
70
68
63
52
52
43
43
40
109
42
71
41
47
58
32
52
58
42
34
28
52
43
42
62
34
49
57
62
42
48
42
33
51
66
55
55
57
49
40
48
39
48
38
40
31
75
35
65
53
41
60
75
61
74
45
39
31
74
41
64
38
43
52
51
68
58
69
38
46
49
55
63
31
40
16
42
76
29
51
44
38
59
34
47
45
39
47
76
27
70
73
55
30
37
59
42
60
23
57
44
69
81
60
34
66
55
31
63
41
53
48
75
65
66
54
44
66
56
59
42
53
64
49
34
39
59
51
49
62
70
53
65
51
63
43
52
69
46
66
64
55
64
44
54
57
62
50
48
65
69
52
49
69
49
54
67
53
19
75
55
44
54
58
62
48
54
40
59
64
45
55
43
67
24
71
62
63
43
56
49
50
40
41
43
68
61
28
67
37
37
64
63
53
64
74
17
31
52
34
49
84
65
33
50
63
49
64
45
72
66
66
70
64
45
24
36
61
75
49
59
38
39
56
56
28
44
66
58
63
49
45
62
73
72
31
56
45
62
48
71
30
44
58
51
46
38
54
46
49
53
56
62
75
46
59
52
71
51
29
71
59
40
46
49
60
57
52
67
47
64
66
32
42
43
68
61
63
62
47
24
25
59
59
45
34
60
51
52
56
64
42
60
57
61
61
80
46
55
63
62
68
49
65
35
61
60
51
53
37
60
67
38
55
52
59
57
76
55
66
78
40
60
44
43
44
54
68
42
55
50
57
49
66
57
43
54
67
54
76
37
62
69
47
48
31
48
51
42
53
48
75
62
84
47
53
44
39
55
58
41
47
49
56
55
56
35
59
33
65
40
64
50
55
42
42
60
70
67
31
42
41
40
64
52
41
39
44
60
68
55
41
44
52
66
72
56
39
64
37
41
52
49
41
56
69
27
55
51
23
58
58
49
41
48
80
45
65
48
47
30
65
53
45
56
53
57
24
54
65
37
45
52
42
42
23
56
36
46
45
49
43
59
30
56
49
46
42
41
39
59
46
59
57
55
75
52
56
38
72
41
83
51
48
58
76
56
80
37
43
58
53
49
85
40
35
57
57
73
51
51
53
30
54
65
56
47
61
45
47
74
74
52
47
65
65
58
46
40
51
19
50
34
44
62
35
57
54
43
63
42
53
51
58
52
64
42
61
50
46
61
68
74
50
76
41
59
54
56
32
58
57
67
58
67
42
50
56
58
50
51
64
